id,artist,title,year
8623107,George Benson,Give Me The Night,1980
785224,George Benson,Midnight Moods,1991
5872390,George Benson,While The City Sleeps...,1986
318971,George Benson,Inside Love (So Personal),1983
5114988,George Benson,Livin' Inside Your Love,0
4692071,George Benson,White Rabbit,1979
1550496,George Benson,What's On Your Mind,1980
1860096,George Benson,20/20,1985
1862560,George Benson,Body Talk,1973
12536511,George Benson,Give Me The Night,1980
12355147,George Benson,White Rabbit,1974
6881272,George Benson,Livin' Inside Your Love,1979
2420812,George Benson,Love X Love,1980
13851731,George Benson,In Your Eyes,1983
5637854,George Benson,Shape Of Things To Come,1968
3658239,George Benson,Give Me The Night,1980
15769587,George Benson,White Rabbit,1972
5464633,George Benson,Shape Of Things To Come,0
12002231,George Benson,The George Benson Collection,2017
10503741,George Benson,Give Me The Night,2015
1691717,George Benson,The Ghetto,0
3644936,George Benson,20/20,2012
13445583,George Benson,In Concert - Carnegie Hall,0
13375522,George Benson,The Thinker / Poquito Spanish Poquito Funk,2019
4879067,Fleetwood Mac,セヴン・ワンダース = Seven Wonders,1987
9818192,Fleetwood Mac,Live In Boston = ブラック・マジック・ウーマン,1987
14718060,Fleetwood Mac,Rumours = 噂,0
7838028,Fleetwood Mac,ビッグ・ラヴ = Big Love,1987
9645587,Fleetwood Mac,セヴン・ワンダース = Seven Wonders,1987
9968591,Fleetwood Mac,Rumours = 噂,0
14464630,Fleetwood Mac,エヴリホエア = Everywhere,1988
13257040,Fleetwood Mac,Bare Trees = 枯木,0
17734900,Fleetwood Mac,Rumours = 噂,2004
3503849,Fleetwood Mac,Mystery To Me = 神秘の扉,1990
13179160,Fleetwood Mac,Mystery To Me = 神秘の扉,0
4879049,Fleetwood Mac,愛のジプシー = Gypsy,1982
3736883,Fleetwood Mac,Tango In The Night = タンゴ・イン・ザ・ナイト,1987
14727641,Fleetwood Mac,Sara = セーラ ,1980
9968221,Fleetwood Mac,Mr. Wonderful = ミスター・ワンダフル,1994
9790713,Fleetwood Mac,リトル・ライズ = Little Lies,1987
4944259,Fleetwood Mac,Bare Trees = 枯木,2013
4879059,Fleetwood Mac,ビッグ・ラヴ = Big Love,1987
2163786,Fleetwood Mac,エヴリホエア = Everywhere,1988
4879041,Fleetwood Mac,ホールド・ミー = Hold Me,1982
9309654,Fleetwood Mac,Future Games = フューチャー・ゲーム,1990
4875927,Fleetwood Mac,セーラ = Sara,1980
